#Cauchy aproximation vs Original set
#Cauchy(x), Cauchy(CDF) 
1e-08,0.9996302467796186
1.020960662306048e-08,0.9996302467799519
1.042360673976401e-08,0.9996302467802922
1.064209244064725e-08,0.9996302467806397
1.086515774652537e-08,0.9996302467809943
1.109289864895223e-08,0.9996302467813566
1.132541315152813e-08,0.9996302467817263
1.156280131207375e-08,0.9996302467821038
1.180516528568806e-08,0.9996302467824891
1.205260936870841e-08,0.9996302467828826
1.230524004359262e-08,0.9996302467832844
1.256316602474122e-08,0.9996302467836946
1.28264983052806e-08,0.9996302467841134
1.309535020482668e-08,0.9996302467845408
1.336983741824945e-08,0.9996302467849774
1.365007806546014e-08,0.999630246785423
1.393619274224144e-08,0.999630246785878
1.422830457214352e-08,0.9996302467863425
1.452653925946781e-08,0.9996302467868168
1.483102514336103e-08,0.9996302467873008
1.514189325304352e-08,0.9996302467877953
1.545927736419478e-08,0.9996302467882999
1.578331405652117e-08,0.9996302467888152
1.61141427725302e-08,0.9996302467893413
1.645190587753661e-08,0.9996302467898783
1.679674872092653e-08,0.9996302467904268
1.714881969870541e-08,0.9996302467909867
1.750827031735723e-08,0.9996302467915582
1.787525525904235e-08,0.9996302467921419
1.824993244816151e-08,0.9996302467927376
1.86324631193156e-08,0.9996302467933459
1.902301188668946e-08,0.9996302467939669
1.942174681489025e-08,0.999630246794601
1.982883949127072e-08,0.9996302467952485
2.024446509976802e-08,0.9996302467959094
2.066880249629082e-08,0.9996302467965841
2.110203428568597e-08,0.9996302467972731
2.154434690031882e-08,0.9996302467979765
2.199593068030075e-08,0.9996302467986946
2.245697995539776e-08,0.9996302467994277
2.292769312865649e-08,0.9996302468001762
2.340827276178294e-08,0.9996302468009404
2.389892566231048e-08,0.9996302468017206
2.43998629725955e-08,0.9996302468025173
2.491130026067791e-08,0.9996302468033305
2.543345761304648e-08,0.9996302468041609
2.596655972934873e-08,0.9996302468050087
2.651083601908536e-08,0.9996302468058741
2.706652070033241e-08,0.9996302468067577
2.763385290053173e-08,0.9996302468076599
2.821307675939471e-08,0.999630246808581
2.880444153396298e-08,0.9996302468095215
2.940820170587061e-08,0.9996302468104815
3.002461709085549e-08,0.9996302468114617
3.06539529505653e-08,0.9996302468124625
3.12964801067075e-08,0.9996302468134843
3.195247505759214e-08,0.9996302468145274
3.262222009711667e-08,0.9996302468155924
3.330600343624589e-08,0.9996302468166798
3.40041193270371e-08,0.99963024681779
3.471686818926559e-08,0.9996302468189233
3.544455673970436e-08,0.9996302468200805
3.618749812411276e-08,0.9996302468212619
3.694601205199302e-08,0.9996302468224681
3.772042493417001e-08,0.9996302468236995
3.851107002325569e-08,0.9996302468249569
3.93182875570577e-08,0.9996302468262406
4.014242490499318e-08,0.9996302468275511
4.098383671757262e-08,0.9996302468288891
4.184288507901584e-08,0.9996302468302551
4.271993966306777e-08,0.9996302468316498
4.361537789208006e-08,0.9996302468330738
4.45295850994266e-08,0.9996302468345275
4.546295469532399e-08,0.9996302468360118
4.641588833612782e-08,0.9996302468375271
4.738879609717651e-08,0.9996302468390743
4.838209664925958e-08,0.9996302468406537
4.939621743878326e-08,0.9996302468422664
5.043159487171359e-08,0.9996302468439129
5.148867450137498e-08,0.9996302468455939
5.256791122018419e-08,0.9996302468473101
5.366976945540476e-08,0.9996302468490622
5.479472336900293e-08,0.9996302468508511
5.594325706169378e-08,0.9996302468526775
5.711586478126435e-08,0.9996302468545422
5.831305113526219e-08,0.999630246856446
5.95353313081437e-08,0.9996302468583897
6.078323128297236e-08,0.999630246860374
6.2057288067765e-08,0.9996302468624001
6.335804992658255e-08,0.9996302468644684
6.46860766154632e-08,0.9996302468665803
6.604193962330306e-08,0.9996302468687364
6.742622241778349e-08,0.9996302468709377
6.883952069645497e-08,0.9996302468731851
7.028244264308353e-08,0.9996302468754796
7.175560918936921e-08,0.9996302468778223
7.32596542821523e-08,0.9996302468802141
7.479522515621828e-08,0.9996302468826559
7.636298261282242e-08,0.999630246885149
7.796360130405237e-08,0.9996302468876943
7.959777002314978e-08,0.9996302468902929
8.126619200091946e-08,0.9996302468929461
8.296958520834915e-08,0.9996302468956547
8.470868266557402e-08,0.9996302468984203
8.648423275731727e-08,0.9996302469012437
8.829699955494083e-08,0.9996302469041264
9.014776314524918e-08,0.9996302469070695
9.20373199661823e-08,0.9996302469100742
9.396648314954691e-08,0.999630246913142
9.593608287093146e-08,0.9996302469162741
9.794696670695386e-08,0.9996302469194718
1e-07,0.9996302469227365
1.020960662306048e-07,0.9996302469260696
1.042360673976401e-07,0.9996302469294727
1.064209244064725e-07,0.999630246932947
1.086515774652537e-07,0.9996302469364942
1.109289864895223e-07,0.9996302469401157
1.132541315152813e-07,0.9996302469438132
1.156280131207375e-07,0.9996302469475882
1.180516528568806e-07,0.9996302469514422
1.205260936870841e-07,0.9996302469553771
1.230524004359261e-07,0.9996302469593943
1.256316602474121e-07,0.9996302469634959
1.28264983052806e-07,0.9996302469676834
1.309535020482668e-07,0.9996302469719587
1.336983741824945e-07,0.9996302469763236
1.365007806546014e-07,0.99963024698078
1.393619274224144e-07,0.9996302469853298
1.422830457214352e-07,0.9996302469899749
1.452653925946781e-07,0.9996302469947174
1.483102514336103e-07,0.9996302469995594
1.514189325304352e-07,0.9996302470045026
1.545927736419479e-07,0.9996302470095497
1.578331405652117e-07,0.9996302470147026
1.61141427725302e-07,0.9996302470199634
1.645190587753661e-07,0.9996302470253344
1.679674872092653e-07,0.9996302470308183
1.714881969870541e-07,0.9996302470364169
1.750827031735723e-07,0.9996302470421328
1.787525525904236e-07,0.9996302470479685
1.824993244816151e-07,0.9996302470539267
1.86324631193156e-07,0.9996302470600097
1.902301188668946e-07,0.9996302470662202
1.942174681489024e-07,0.9996302470725609
1.982883949127071e-07,0.9996302470790344
2.024446509976802e-07,0.9996302470856437
2.066880249629082e-07,0.9996302470923915
2.110203428568597e-07,0.9996302470992807
2.154434690031882e-07,0.9996302471063144
2.199593068030075e-07,0.9996302471134955
2.245697995539772e-07,0.999630247120827
2.292769312865649e-07,0.9996302471283123
2.340827276178294e-07,0.9996302471359545
2.389892566231048e-07,0.9996302471437568
2.43998629725955e-07,0.9996302471517227
2.491130026067786e-07,0.9996302471598555
2.543345761304648e-07,0.9996302471681588
2.596655972934872e-07,0.9996302471766363
2.651083601908536e-07,0.9996302471852914
2.706652070033241e-07,0.9996302471941277
2.763385290053167e-07,0.9996302472031494
2.82130767593947e-07,0.9996302472123603
2.880444153396298e-07,0.9996302472217641
2.940820170587061e-07,0.9996302472313651
3.002461709085549e-07,0.9996302472411673
3.065395295056524e-07,0.9996302472511749
3.12964801067075e-07,0.9996302472613924
3.195247505759214e-07,0.9996302472718239
3.262222009711673e-07,0.9996302472824743
3.330600343624589e-07,0.9996302472933477
3.400411932703703e-07,0.9996302473044492
3.471686818926559e-07,0.9996302473157832
3.544455673970435e-07,0.9996302473273548
3.618749812411284e-07,0.9996302473391692
3.694601205199302e-07,0.999630247351231
3.772042493416994e-07,0.9996302473635457
3.851107002325569e-07,0.9996302473761184
3.93182875570577e-07,0.9996302473889547
4.014242490499326e-07,0.9996302474020602
4.098383671757261e-07,0.9996302474154402
4.184288507901585e-07,0.9996302474291007
4.271993966306776e-07,0.9996302474430476
4.361537789208006e-07,0.9996302474572868
4.45295850994266e-07,0.9996302474718244
4.5462954695324e-07,0.9996302474866668
4.641588833612782e-07,0.9996302475018204
4.738879609717651e-07,0.9996302475172913
4.838209664925957e-07,0.9996302475330868
4.939621743878326e-07,0.9996302475492133
5.043159487171359e-07,0.9996302475656778
5.148867450137498e-07,0.9996302475824874
5.25679112201842e-07,0.9996302475996492
5.366976945540476e-07,0.999630247617171
5.479472336900293e-07,0.9996302476350599
5.594325706169378e-07,0.9996302476533239
5.711586478126435e-07,0.9996302476719705
5.831305113526218e-07,0.9996302476910081
5.95353313081437e-07,0.9996302477104446
6.078323128297237e-07,0.9996302477302887
6.205728806776501e-07,0.9996302477505485
6.335804992658255e-07,0.9996302477712331
6.468607661546321e-07,0.9996302477923513
6.604193962330305e-07,0.9996302478139122
6.742622241778349e-07,0.9996302478359249
6.883952069645496e-07,0.999630247858399
7.028244264308353e-07,0.9996302478813441
7.175560918936921e-07,0.9996302479047704
7.32596542821523e-07,0.9996302479286876
7.479522515621828e-07,0.9996302479531061
7.636298261282241e-07,0.9996302479780363
7.796360130405236e-07,0.9996302480034891
7.959777002314978e-07,0.9996302480294755
8.126619200091945e-07,0.9996302480560066
8.296958520834915e-07,0.9996302480830938
8.470868266557403e-07,0.9996302481107486
8.648423275731727e-07,0.9996302481389833
8.829699955494083e-07,0.9996302481678097
9.014776314524917e-07,0.9996302481972403
9.20373199661823e-07,0.9996302482272877
9.396648314954691e-07,0.9996302482579651
9.593608287093148e-07,0.9996302482892854
9.794696670695385e-07,0.9996302483212621
1e-06,0.9996302483539092
1.020960662306047e-06,0.9996302483872406
1.042360673976401e-06,0.9996302484212705
1.064209244064725e-06,0.9996302484560138
1.086515774652537e-06,0.9996302484914852
1.109289864895223e-06,0.9996302485277002
1.132541315152813e-06,0.9996302485646744
1.156280131207375e-06,0.9996302486024234
1.180516528568805e-06,0.9996302486409638
1.205260936870841e-06,0.9996302486803119
1.230524004359262e-06,0.9996302487204848
1.256316602474121e-06,0.9996302487614998
1.28264983052806e-06,0.9996302488033744
1.309535020482668e-06,0.9996302488461267
1.336983741824945e-06,0.9996302488897753
1.365007806546014e-06,0.9996302489343385
1.393619274224143e-06,0.9996302489798359
1.422830457214352e-06,0.9996302490262869
1.452653925946781e-06,0.9996302490737117
1.483102514336103e-06,0.9996302491221303
1.514189325304352e-06,0.9996302491715638
1.545927736419479e-06,0.9996302492220337
1.57833140565212e-06,0.9996302492735613
1.61141427725302e-06,0.9996302493261688
1.645190587753661e-06,0.9996302493798792
1.679674872092653e-06,0.9996302494347153
1.714881969870541e-06,0.9996302494907008
1.750827031735727e-06,0.9996302495478597
1.787525525904235e-06,0.9996302496062168
1.82499324481615e-06,0.9996302496657969
1.86324631193156e-06,0.9996302497266261
1.902301188668946e-06,0.9996302497887302
1.942174681489028e-06,0.9996302498521359
1.982883949127071e-06,0.9996302499168706
2.024446509976802e-06,0.9996302499829621
2.066880249629082e-06,0.9996302500504392
2.110203428568597e-06,0.9996302501193304
2.154434690031886e-06,0.9996302501896657
2.199593068030075e-06,0.9996302502614751
2.245697995539772e-06,0.9996302503347898
2.292769312865649e-06,0.999630250409641
2.340827276178294e-06,0.9996302504860612
2.389892566231052e-06,0.9996302505640833
2.43998629725955e-06,0.9996302506437407
2.491130026067786e-06,0.9996302507250676
2.543345761304648e-06,0.9996302508080993
2.596655972934872e-06,0.9996302508928713
2.651083601908542e-06,0.9996302509794202
2.706652070033241e-06,0.999630251067783
2.763385290053167e-06,0.9996302511579981
2.821307675939471e-06,0.999630251250104
2.880444153396298e-06,0.9996302513441404
2.940820170587067e-06,0.9996302514401479
3.002461709085549e-06,0.9996302515381678
3.065395295056524e-06,0.999630251638242
3.129648010670751e-06,0.9996302517404141
3.195247505759214e-06,0.9996302518447275
3.262222009711673e-06,0.9996302519512273
3.330600343624589e-06,0.9996302520599594
3.400411932703702e-06,0.9996302521709706
3.47168681892656e-06,0.9996302522843086
3.544455673970436e-06,0.999630252400022
3.618749812411284e-06,0.9996302525181608
3.694601205199302e-06,0.9996302526387759
3.772042493416993e-06,0.9996302527619191
