#Cauchy aproximation vs Original set
#Cauchy(x), Cauchy(CDF) 
1e-08,0.0001516002946332917
1.020960662306048e-08,0.0001516002965857854
1.042360673976401e-08,0.0001516002985792464
1.064209244064725e-08,0.0001516003006145072
1.086515774652537e-08,0.0001516003026924007
1.109289864895223e-08,0.0001516003048138148
1.132541315152813e-08,0.0001516003069796934
1.156280131207375e-08,0.0001516003091910356
1.180516528568806e-08,0.0001516003114487297
1.205260936870841e-08,0.0001516003137537192
1.230524004359262e-08,0.0001516003161070034
1.256316602474122e-08,0.0001516003185096371
1.28264983052806e-08,0.0001516003209626193
1.309535020482668e-08,0.0001516003234670604
1.336983741824945e-08,0.0001516003260239596
1.365007806546014e-08,0.000151600328634427
1.393619274224144e-08,0.0001516003312996284
1.422830457214352e-08,0.0001516003340207295
1.452653925946781e-08,0.0001516003367988406
1.483102514336103e-08,0.0001516003396351828
1.514189325304352e-08,0.0001516003425309775
1.545927736419478e-08,0.0001516003454874459
1.578331405652117e-08,0.0001516003485059203
1.61141427725302e-08,0.0001516003515876774
1.645190587753661e-08,0.0001516003547340494
1.679674872092653e-08,0.0001516003579462577
1.714881969870541e-08,0.000151600361225912
1.750827031735723e-08,0.0001516003645742336
1.787525525904235e-08,0.0001516003679927769
1.824993244816151e-08,0.000151600371482985
1.86324631193156e-08,0.0001516003750463568
1.902301188668946e-08,0.0001516003786843911
1.942174681489025e-08,0.0001516003823986423
1.982883949127072e-08,0.0001516003861907755
2.024446509976802e-08,0.0001516003900624563
2.066880249629082e-08,0.0001516003940152388
2.110203428568597e-08,0.000151600398050844
2.154434690031882e-08,0.0001516004021711037
2.199593068030075e-08,0.0001516004063776832
2.245697995539776e-08,0.0001516004106725255
2.292769312865649e-08,0.0001516004150572958
2.340827276178294e-08,0.0001516004195339371
2.389892566231048e-08,0.0001516004241045033
2.43998629725955e-08,0.0001516004287708261
2.491130026067791e-08,0.0001516004335349597
2.543345761304648e-08,0.0001516004383989578
2.596655972934873e-08,0.0001516004433649298
2.651083601908536e-08,0.0001516004484349298
2.706652070033241e-08,0.0001516004536113447
2.763385290053173e-08,0.0001516004588961173
2.821307675939471e-08,0.0001516004642916902
2.880444153396298e-08,0.0001516004698004503
2.940820170587061e-08,0.0001516004754245626
3.002461709085549e-08,0.0001516004811665805
3.06539529505653e-08,0.0001516004870290022
3.12964801067075e-08,0.0001516004930142145
3.195247505759214e-08,0.0001516004991249931
3.262222009711667e-08,0.0001516005053638358
3.330600343624589e-08,0.0001516005117334074
3.40041193270371e-08,0.0001516005182365388
3.471686818926559e-08,0.0001516005248758945
3.544455673970436e-08,0.0001516005316545277
3.618749812411276e-08,0.0001516005385751584
3.694601205199302e-08,0.0001516005456408953
3.772042493417001e-08,0.0001516005528546804
3.851107002325569e-08,0.0001516005602197334
3.93182875570577e-08,0.000151600567739163
4.014242490499318e-08,0.0001516005754161887
4.098383671757262e-08,0.0001516005832541412
4.184288507901584e-08,0.0001516005912563512
4.271993966306777e-08,0.0001516005994263159
4.361537789208006e-08,0.0001516006077675325
4.45295850994266e-08,0.0001516006162835537
4.546295469532399e-08,0.0001516006249781543
4.641588833612782e-08,0.0001516006338549425
4.738879609717651e-08,0.0001516006429178041
4.838209664925958e-08,0.0001516006521706248
4.939621743878326e-08,0.000151600661617346
5.043159487171359e-08,0.0001516006712621309
5.148867450137498e-08,0.000151600681109143
5.256791122018419e-08,0.0001516006911624346
5.366976945540476e-08,0.0001516007014265019
5.479472336900293e-08,0.0001516007119057305
5.594325706169378e-08,0.0001516007226046168
5.711586478126435e-08,0.0001516007335277125
5.831305113526219e-08,0.0001516007446797918
5.95353313081437e-08,0.0001516007560656285
6.078323128297236e-08,0.0001516007676901077
6.2057288067765e-08,0.0001516007795583363
6.335804992658255e-08,0.0001516007916752549
6.46860766154632e-08,0.000151600804046137
6.604193962330306e-08,0.0001516008166763116
6.742622241778349e-08,0.0001516008295712745
6.883952069645497e-08,0.0001516008427365212
7.028244264308353e-08,0.0001516008561776583
7.175560918936921e-08,0.0001516008699006255
7.32596542821523e-08,0.000151600883911196
7.479522515621828e-08,0.0001516008982154204
7.636298261282242e-08,0.0001516009128195162
7.796360130405237e-08,0.0001516009277297004
7.959777002314978e-08,0.0001516009429524678
8.126619200091946e-08,0.0001516009584942024
8.296958520834915e-08,0.0001516009743617874
8.470868266557402e-08,0.0001516009905619953
8.648423275731727e-08,0.0001516010071017093
8.829699955494083e-08,0.000151601023988146
9.014776314524918e-08,0.0001516010412284663
9.20373199661823e-08,0.0001516010588302197
9.396648314954691e-08,0.0001516010768009557
9.593608287093146e-08,0.0001516010951483904
9.794696670695386e-08,0.0001516011138803508
1e-07,0.0001516011330049416
1.020960662306048e-07,0.0001516011525303784
1.042360673976401e-07,0.0001516011724651545
1.064209244064725e-07,0.000151601192817763
1.086515774652537e-07,0.0001516012135969746
1.109289864895223e-07,0.0001516012348116713
1.132541315152813e-07,0.0001516012564711233
1.156280131207375e-07,0.000151601278584601
1.180516528568806e-07,0.0001516013011615414
1.205260936870841e-07,0.0001516013242117142
1.230524004359261e-07,0.0001516013477450562
1.256316602474121e-07,0.0001516013717717257
1.28264983052806e-07,0.0001516013963019369
1.309535020482668e-07,0.0001516014213464034
1.336983741824945e-07,0.0001516014469157834
1.365007806546014e-07,0.000151601473021179
1.393619274224144e-07,0.000151601499673637
1.422830457214352e-07,0.0001516015268848703
1.452653925946781e-07,0.0001516015546664251
1.483102514336103e-07,0.0001516015830304029
1.514189325304352e-07,0.0001516016119888497
1.545927736419479e-07,0.0001516016415543109
1.578331405652117e-07,0.0001516016717394431
1.61141427725302e-07,0.0001516017025573468
1.645190587753661e-07,0.0001516017340212339
1.679674872092653e-07,0.0001516017661445379
1.714881969870541e-07,0.0001516017989413032
1.750827031735723e-07,0.0001516018324254631
1.787525525904236e-07,0.0001516018666115615
1.824993244816151e-07,0.0001516019015140868
1.86324631193156e-07,0.0001516019371483601
1.902301188668946e-07,0.0001516019735294805
1.942174681489024e-07,0.000151602010673213
1.982883949127071e-07,0.0001516020485956004
2.024446509976802e-07,0.0001516020873127966
2.066880249629082e-07,0.0001516021268415657
2.110203428568597e-07,0.0001516021671988943
2.154434690031882e-07,0.0001516022084022128
2.199593068030075e-07,0.0001516022504691739
2.245697995539772e-07,0.000151602293417874
2.292769312865649e-07,0.000151602337266854
2.340827276178294e-07,0.0001516023820349877
2.389892566231048e-07,0.0001516024277415373
2.43998629725955e-07,0.0001516024744060984
2.491130026067786e-07,0.000151602522048877
2.543345761304648e-07,0.0001516025706902457
2.596655972934872e-07,0.0001516026203511878
2.651083601908536e-07,0.0001516026710531304
2.706652070033241e-07,0.000151602722817834
2.763385290053167e-07,0.0001516027756676697
2.82130767593947e-07,0.0001516028296252858
2.880444153396298e-07,0.0001516028847138307
2.940820170587061e-07,0.000151602940957174
3.002461709085549e-07,0.0001516029983795186
3.065395295056524e-07,0.0001516030570054006
3.12964801067075e-07,0.0001516031168602439
3.195247505759214e-07,0.0001516031779697502
3.262222009711673e-07,0.0001516032403601209
3.330600343624589e-07,0.0001516033040583897
3.400411932703703e-07,0.0001516033690918128
3.471686818926559e-07,0.0001516034354884233
3.544455673970435e-07,0.0001516035032768093
3.618749812411284e-07,0.0001516035724861697
3.694601205199302e-07,0.0001516036431462586
3.772042493416994e-07,0.0001516037152874961
3.851107002325569e-07,0.0001516037889409128
3.93182875570577e-07,0.0001516038641382611
4.014242490499326e-07,0.0001516039409119041
4.098383671757261e-07,0.0001516040192947599
4.184288507901585e-07,0.0001516040993208012
4.271993966306776e-07,0.000151604181024223
4.361537789208006e-07,0.0001516042644402749
4.45295850994266e-07,0.000151604349604928
4.5462954695324e-07,0.0001516044365548197
4.641588833612782e-07,0.0001516045253272535
4.738879609717651e-07,0.0001516046159605322
4.838209664925957e-07,0.00015160470849368
4.939621743878326e-07,0.000151604802966554
5.043159487171359e-07,0.0001516048994197328
5.148867450137498e-07,0.0001516049978946832
5.25679112201842e-07,0.0001516050984339268
5.366976945540476e-07,0.0001516052010807067
5.479472336900293e-07,0.00015160530587921
5.594325706169378e-07,0.0001516054128744004
5.711586478126435e-07,0.0001516055221124635
5.831305113526218e-07,0.000151605633640417
5.95353313081437e-07,0.0001516057475062782
6.078323128297237e-07,0.0001516058637589524
6.205728806776501e-07,0.000151605982448566
6.335804992658255e-07,0.0001516061036261895
6.468607661546321e-07,0.0001516062273440033
6.604193962330305e-07,0.0001516063536551315
6.742622241778349e-07,0.0001516064826140862
6.883952069645496e-07,0.0001516066142764338
7.028244264308353e-07,0.000151606748698685
7.175560918936921e-07,0.0001516068859386821
7.32596542821523e-07,0.0001516070260557112
7.479522515621828e-07,0.0001516071691098353
7.636298261282241e-07,0.0001516073151627828
7.796360130405236e-07,0.0001516074642773924
7.959777002314978e-07,0.0001516076165178903
8.126619200091945e-07,0.0001516077719496689
8.296958520834915e-07,0.0001516079306397855
8.470868266557403e-07,0.0001516080926565189
8.648423275731727e-07,0.0001516082580695355
8.829699955494083e-07,0.0001516084269501672
9.014776314524917e-07,0.000151608599370967
9.20373199661823e-07,0.0001516087754062645
9.396648314954691e-07,0.0001516089551317767
9.593608287093148e-07,0.0001516091386249419
9.794696670695385e-07,0.0001516093259645857
1e-06,0.0001516095172315879
1.020960662306047e-06,0.0001516097125081606
